224.161  -2.21728  2.89169  t_1
103.778  -1.42467  2.61055  b_1
26.9593  -3.17948  2.2353  W1_1
112.591  -2.17743  -2.97796  W2_1


187.837  -1.34553  -0.181573  t_2
123.727  -1.45384  -0.519543  b_2
24.8494  -1.7417  1.19  W1_2
68.2573  -0.249248  0.0650942  W2_2
