124.613 -48.8036 28.9389 -110.947
80.8347 -19.1259 -2.80046 -78.4895
78.6899 -18.0195 -2.93417 -76.5427
72.4975 -16.6803 -3.19289 -70.4801
27.2933 10.4882 -5.81055 -24.5136
24.2835 9.02265 -5.68254 -21.8168
41.7707 -9.90429 -1.54143 -40.5502
19.9659 -8.2075 4.62777 -17.6022
57.8621 -3.52515 8.63472 -57.0978
9.71178 9.02493 1.95105 -3.01045
16.1308 3.32883 -8.41218 13.3459
20.048 7.64949 -4.48439 -17.9799
18.8005 7.64891 -4.09434 -16.6718
19.3267 7.4059 -4.45287 -17.2801
18.9281 7.22726 -4.10195 -16.9992
17.4265 6.90697 -3.68893 -15.5675
6.21288 5.89484 1.17776 -1.56338
6.23392 5.58428 1.06707 -2.50904
9.92255 4.51538 3.40944 -8.15133
5.87936 5.51667 0.921948 -1.74343
5.70574 5.36843 0.993765 -1.58248
33.6735 -2.08213 4.72325 -33.2753
11.4534 4.37299 -2.50096 -10.2851
10.9902 -4.14904 2.73693 -9.78961
61.2431 -4.88224 0.845509 -61.0351
10.015 1.82502 4.56849 -8.7223
10.5229 4.06528 -2.479 -9.38405
10.3389 3.78789 -2.38173 -9.3205
8.35916 2.3791 -3.78849 7.05999
9.89303 3.98772 -2.02126 -8.82412
28.3886 -4.42223 -0.407214 -28.0348
7.52024 1.80036 -3.96917 6.1269
17.236 -4.13974 -1.02746 -16.6993
4.52409 4.07055 -0.763859 -1.56016
4.42614 4.08776 0.64227 -1.49022
9.38265 3.52519 -2.08755 -8.44093
3.96193 3.85971 -0.365536 -0.803996
960.633 0.0614605 -3.69145 960.625
7.06023 1.45608 -3.26155 6.09007
8.93216 1.74362 3.09013 -8.19602
8.01959 2.99389 -1.84923 -7.20494
15.4443 -3.3739 -0.820037 -15.049
5.94007 2.85279 1.89371 -4.85185
3.48954 3.27621 0.69125 -0.849635
3.50243 3.30302 -0.113172 -0.681073
22.0161 1.82391 2.73858 -21.7631
7.05124 2.90799 -1.51403 -6.24114
7.47883 2.85718 -1.47571 -6.75216
6.95276 -2.43927 2.01454 -6.18975
3.10776 3.09095 -0.318109 -0.0546027
12.6586 2.32015 2.05659 12.263
89.2732 -2.25208 -1.87874 89.2249
6.45333 2.51619 -1.47084 -5.75599
5.20607 2.38483 1.67462 -4.31183
12.8527 -2.8642 -0.336979 -12.5241
4.85793 2.13698 1.72612 -4.00666
5.711 2.18966 -1.51737 -5.05159
32.2122 -2.54076 0.670509 -32.0911
6.14045 1.20073 -2.32802 5.55371
5.50127 1.20995 -2.3085 4.75268
6.24143 2.29306 -1.16672 -5.68648
17.8044 -2.49385 0.387354 -17.6176
4.91408 1.11243 -2.2165 4.24238
2.62536 2.31592 0.632313 -1.05344
5.75515 0.928592 2.18153 -5.24222
11.5026 -2.31316 -0.358414 -11.2619
5.04974 1.90758 -1.08869 -4.54707
2.35013 2.1632 0.27853 -0.875263
5.75446 -0.0660881 2.07555 -5.28382
8.90712 1.49997 1.30904 8.66774
5.29544 -0.621083 1.88564 -4.90722
3.64464 0.703966 -1.84799 3.05831
3.64459 0.666551 -1.84822 3.06966
8.87964 -1.92253 -0.291362 -8.66412
5.48018 1.74051 -0.848456 -5.10289
